,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
69,"[69, 1.0]","[70, 0.005619322593064331]","[71, 0.003776233160718111]","[72, 0.001131356104795018]","[73, 0.0023731661866206863]","[74, 0.0015426773623558026]","[75, 0.012144615966622868]","[76, 0.012686568135725084]","[77, 0.0006019246187541308]","[78, 0.004375574553933726]","[79, 0.000857389835799383]","[80, 0.0035474802520779895]","[81, 0.004166156370709667]","[82, 0.015236718524078005]","[83, 0.008959519694294014]","[84, 0.001431460711449729]","[85, 0.0006378480005597903]","[86, 0.001392955517558451]","[87, 0.010580019132509961]","[88, 0.001614630865198708]","[89, 0.003319284830764112]","[90, 0.00820458195220016]","[91, 0.001395499736288024]","[92, 0.005300815192119032]","[93, 0.0068916841271733685]","[94, 0.0021369498580393245]","[95, 0.0018541925726875425]","[96, 0.0029936297022340507]","[97, 0.005581113613303229]","[98, 0.003050191095739333]","[99, 0.0007960767349371789]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,"[70, 1.0]","[71, 0.03135109275491117]","[72, 0.015736632002428114]","[73, 0.008254663984525984]","[74, 0.006396218510336563]","[75, 0.007075992839135076]","[76, 0.02358131909020411]","[77, 0.020679617066616102]","[78, 0.01191081837429196]","[79, 0.012572846966516695]","[80, 0.029373601800251396]","[81, 0.03169479385756085]","[82, 0.019046204153066647]","[83, 0.013205791436496356]","[84, 0.005748142743952422]","[85, 0.018651960064685242]","[86, 0.013720915608624559]","[87, 0.011931138584674077]","[88, 0.011330500475088337]","[89, 0.008190905715555316]","[90, 0.021684713439300434]","[91, 0.16989192483288681]","[92, 0.008994100654060278]","[93, 0.0175994032925731]","[94, 0.013146315384479659]","[95, 0.012695428966150996]","[96, 0.03207195752764987]","[97, 0.01548056174179156]","[98, 0.01494667934259611]","[99, 0.012220658428771632]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,"[71, 1.0000000000000002]","[72, 0.027605456180663998]","[73, 0.015978352968952926]","[74, 0.00350860660165399]","[75, 0.009136923348882964]","[76, 0.02936110787249836]","[77, 0.023392885363310523]","[78, 0.01266590329229944]","[79, 0.004154355093252648]","[80, 0.02974578139617047]","[81, 0.050448808212431126]","[82, 0.0056811443647029]","[83, 0.00936817968699777]","[84, 0.026301172030266166]","[85, 0.00680250641603581]","[86, 0.01852111541763425]","[87, 0.008463782146702023]","[88, 0.02290003074679357]","[89, 0.009637759211980576]","[90, 0.011125753895990333]","[91, 0.011568857975748846]","[92, 0.010159223335007031]","[93, 0.012578906801406227]","[94, 0.011308790598434657]","[95, 0.018159858305549954]","[96, 0.006846519916549721]","[97, 0.010400236639030976]","[98, 0.011556246328362604]","[99, 0.009402882954553732]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,"[72, 1.0]","[73, 0.014324575284621856]","[74, 0.011024066562566631]","[75, 0.047396522439468625]","[76, 0.023274726477013893]","[77, 0.015002614370121058]","[78, 0.00907643098591341]","[79, 0.020135931269406163]","[80, 0.010345807688228095]","[81, 0.019560412883981096]","[82, 0.013144550014400595]","[83, 0.01707034948899643]","[84, 0.01680801776061416]","[85, 0.016993193810589023]","[86, 0.01566201091076571]","[87, 0.030327892619394954]","[88, 0.019965489382257305]","[89, 0.01123065889266844]","[90, 0.019276699272041408]","[91, 0.004134660214719397]","[92, 0.018520714008082046]","[93, 0.0385286670657399]","[94, 0.01444189026234109]","[95, 0.006107552176164728]","[96, 0.003527892169860729]","[97, 0.01725416818727631]","[98, 0.008959930223409815]","[99, 0.01672492888981789]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,"[73, 1.0]","[74, 0.012823923304531212]","[75, 0.01613705508866566]","[76, 0.011108958154835653]","[77, 0.08631172266412801]","[78, 0.0008648258177473577]","[79, 0.00868727713348009]","[80, 0.003331716974145611]","[81, 0.014372323641992854]","[82, 0.0013809652090386306]","[83, 0.019228487894458905]","[84, 0.003119468498652851]","[85, 0.0038916718601973606]","[86, 0.01603988145339015]","[87, 0.0066530709408037896]","[88, 0.019448425594105288]","[89, 0.007767250486364402]","[90, 0.0025754507022210994]","[91, 0.012086064835987169]","[92, 0.006079257189134869]","[93, 0.007389646882251088]","[94, 0.003278050996962254]","[95, 0.007700937792521672]","[96, 0.00445775923395212]","[97, 0.0023455237781259512]","[98, 0.003314044878922115]","[99, 0.0058634298642028385]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,"[74, 1.0]","[75, 0.0013621727604978303]","[76, 0.005560374199562908]","[77, 0.004098273920363746]","[78, 0.0005621802716309039]","[79, 0.01195745000520301]","[80, 0.004815074152691075]","[81, 0.005572701426478432]","[82, 0.009429338147676332]","[83, 0.002816976872787099]","[84, 0.0017911142005823737]","[85, 0.00343237318673632]","[86, 0.010037770347058257]","[87, 0.005200965042235544]","[88, 0.002059028678295964]","[89, 0.0027610288561175675]","[90, 0.0005137485196710763]","[91, 0.007648581307730064]","[92, 0.037043745310189315]","[93, 0.1106171040053759]","[94, 0.006894826413941095]","[95, 0.0034189143586736666]","[96, 0.003037116406900234]","[97, 0.002633635065318378]","[98, 0.01142161259421636]","[99, 0.0012715499888653263]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,"[75, 1.0000000000000002]","[76, 0.010163482546885799]","[77, 0.006548588713329138]","[78, 0.00643804098454852]","[79, 0.0009893621027268307]","[80, 0.002848139648796715]","[81, 0.0005939763805382371]","[82, 0.01158584767302079]","[83, 0.025405406653200263]","[84, 0.004471247733722636]","[85, 0.0432244149686475]","[86, 0.005237039358489146]","[87, 0.0052391391105919664]","[88, 0.0008770871007422776]","[89, 0.001803075843217224]","[90, 0.004393968337350058]","[91, 0.0011813312356246854]","[92, 0.007341083602826257]","[93, 0.017811772067275]","[94, 0.005903101592044049]","[95, 0.0010072199304800473]","[96, 0.0016577567940838454]","[97, 0.0008305923752390404]","[98, 0.005614904409149058]","[99, 0.038321755895908374]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,"[76, 1.0000000000000002]","[77, 0.01676017034573179]","[78, 0.021540468523794872]","[79, 0.043151005032624486]","[80, 0.004185312627824193]","[81, 0.009182119190909952]","[82, 0.012697198297042394]","[83, 0.02996025542414901]","[84, 0.00692916320056566]","[85, 0.003818755619949526]","[86, 0.01569150359506299]","[87, 0.00816257411150869]","[88, 0.01004658114203775]","[89, 0.005526752532716451]","[90, 0.01752449271346194]","[91, 0.00881388418709803]","[92, 0.013369716814658657]","[93, 0.021347192522206508]","[94, 0.004831823929885649]","[95, 0.004284722970351213]","[96, 0.0015095302972851314]","[97, 0.012531658592941503]","[98, 0.003678616176268658]","[99, 0.0017561077830085935]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,"[77, 1.0000000000000002]","[78, 0.0034777603682359945]","[79, 0.01778691660646006]","[80, 0.006903740433146821]","[81, 0.037149253607445976]","[82, 0.0062467500183929475]","[83, 0.01156875564152959]","[84, 0.05952195353984416]","[85, 0.012268845127855449]","[86, 0.011509071958951423]","[87, 0.010123721640007553]","[88, 0.0024634910069863546]","[89, 0.020583845808911226]","[90, 0.004033796912247272]","[91, 0.008187738336452508]","[92, 0.016972327288270216]","[93, 0.01878576360777847]","[94, 0.009965721328743484]","[95, 0.018496665983396495]","[96, 0.005603641428180507]","[97, 0.013436744750486453]","[98, 0.010006993687861027]","[99, 0.0022842182028783064]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,"[78, 1.0]","[79, 0.043639933314322664]","[80, 0.015049227484851947]","[81, 0.005084784284410562]","[82, 0.013935711411985208]","[83, 0.013756396244956533]","[84, 0.0007257591688324182]","[85, 0.008943494769884177]","[86, 0.01636430648092936]","[87, 0.0026136240541364975]","[88, 0.007430230759179524]","[89, 0.0016828973234296251]","[90, 0.024771027435469214]","[91, 0.0002769731391251204]","[92, 0.013433958242759697]","[93, 0.029695242398331358]","[94, 0.018611474890982683]","[95, 0.004691497475361731]","[96, 0.008550507326770573]","[97, 0.006878438214879798]","[98, 0.005962996111948811]","[99, 0.010130321429942694]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,"[79, 1.0000000000000002]","[80, 0.003038718464085522]","[81, 0.001144668792787776]","[82, 0.006305009298850389]","[83, 0.004133248661371306]","[84, 0.011233096275827614]","[85, 0.000739977959488145]","[86, 0.02270549993456959]","[87, 0.01374975557556846]","[88, 0.013006804017760108]","[89, 0.006695122055106801]","[90, 0.01116161670813131]","[91, 0.01426556281039022]","[92, 0.021693407007585458]","[93, 0.07688743932572889]","[94, 0.013440846567850287]","[95, 0.005794976608988502]","[96, 0.008620190646965007]","[97, 0.01455891059362807]","[98, 0.00229506286366534]","[99, 0.040056057472708705]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,"[80, 1.0]","[81, 0.02686454458991393]","[82, 0.007924202873055735]","[83, 0.007263813532810973]","[84, 0.0015179164179267015]","[85, 0.01578633308656456]","[86, 0.007092301995584701]","[87, 0.005503339430645543]","[88, 0.010345837567024153]","[89, 0.007285350941957515]","[90, 0.005330805568257878]","[91, 0.011647513190959908]","[92, 0.002113421693159618]","[93, 0.004863430181119901]","[94, 0.005392985129131517]","[95, 0.003272179584927419]","[96, 0.00737272479041098]","[97, 0.0074464386373505175]","[98, 0.002020902027108518]","[99, 0.010207621344979578]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,"[81, 1.0]","[82, 0.007966683943414576]","[83, 0.013577662146290446]","[84, 0.009213571156303958]","[85, 0.004626174778439949]","[86, 0.008769153901092131]","[87, 0.01058041391071799]","[88, 0.01425929507097961]","[89, 0.017088017800122424]","[90, 0.009847326996871322]","[91, 0.011518259381719525]","[92, 0.01682995183016664]","[93, 0.011118768721429794]","[94, 0.012862222397436503]","[95, 0.00901291712337439]","[96, 0.013170072314596756]","[97, 0.008176805928620438]","[98, 0.016331057210452516]","[99, 0.0012284195949961224]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,"[82, 1.0000000000000002]","[83, 0.013526438735496743]","[84, 0.001926741334619939]","[85, 0.009154097467352566]","[86, 0.007339892875335863]","[87, 0.016384863337690597]","[88, 0.009848921395725024]","[89, 0.0037819097074733104]","[90, 0.015321882075083875]","[91, 0.014394487390348426]","[92, 0.019283211389820254]","[93, 0.010151248024539363]","[94, 0.022212338067975054]","[95, 0.005348243615269962]","[96, 0.012679777430572348]","[97, 0.022760861094600085]","[98, 0.005834470910566469]","[99, 0.009823972392456972]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,"[83, 1.0000000000000002]","[84, 0.014079302058492235]","[85, 0.008294497194410229]","[86, 0.009364082126783321]","[87, 0.002056401534228529]","[88, 0.003991519778217545]","[89, 0.018659903545663156]","[90, 0.034152642500662904]","[91, 0.008189655324166118]","[92, 0.031926125739943766]","[93, 0.026286205357721592]","[94, 0.010262078282066944]","[95, 0.020478001802039427]","[96, 0.009331376430209119]","[97, 0.004653238815613215]","[98, 0.005152051436658985]","[99, 0.020774701693360643]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,"[84, 1.0]","[85, 0.008832345985425755]","[86, 0.0064833809771060935]","[87, 0.002649390954041916]","[88, 0.008204944246891412]","[89, 0.010567434708621724]","[90, 0.00361407899208707]","[91, 0.006816123357201537]","[92, 0.008423786953192102]","[93, 0.010239969118123866]","[94, 0.003782143512473676]","[95, 0.010242661368769555]","[96, 0.009194093089234226]","[97, 0.06009531220028993]","[98, 0.004554111865653517]","[99, 0.006723411378499226]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,"[85, 1.0000000000000002]","[86, 0.0251243477198666]","[87, 0.0007455967313951675]","[88, 0.009366648176813066]","[89, 0.0013485824649932439]","[90, 0.0031331614353545694]","[91, 0.005566110766785203]","[92, 0.006840777647738419]","[93, 0.0061305208032375255]","[94, 0.016256164405675524]","[95, 0.0014386852645355897]","[96, 0.014044294067650976]","[97, 0.006211635659003833]","[98, 0.005662833013465054]","[99, 0.017775334352901653]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,"[86, 1.0]","[87, 0.03554203519696959]","[88, 0.005505275718335995]","[89, 0.0011899653220659044]","[90, 0.002925449039046956]","[91, 0.01323150051862694]","[92, 0.01673202320600609]","[93, 0.033505467169827635]","[94, 0.0035391981993987878]","[95, 0.00981974715434097]","[96, 0.005872544987201357]","[97, 0.008716545486388021]","[98, 0.005092118911811631]","[99, 0.004455871710890284]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,"[87, 1.0000000000000002]","[88, 0.011706883576786073]","[89, 0.0020316708386644237]","[90, 0.0081390659141794]","[91, 0.01495826086108666]","[92, 0.01613507167241266]","[93, 0.014341204444602658]","[94, 0.020565164495150192]","[95, 0.010495391185151446]","[96, 0.0063077891923872045]","[97, 0.00709205117462179]","[98, 0.007889349615315976]","[99, 0.009551529469888978]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,"[88, 1.0]","[89, 0.003413764518087155]","[90, 0.010604382464612674]","[91, 0.0026457617834218018]","[92, 0.002609157822532796]","[93, 0.016544230972742806]","[94, 0.009966505130288131]","[95, 0.016391273008675905]","[96, 0.004294800706786366]","[97, 0.007709501630354084]","[98, 0.012019019493085505]","[99, 0.0024524416312974237]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,"[89, 1.0000000000000002]","[90, 0.02195156845153216]","[91, 0.0043556957318598415]","[92, 0.08081596511712066]","[93, 0.01483899685389798]","[94, 0.01211275085680273]","[95, 0.018711144360561455]","[96, 0.0005748625604324154]","[97, 0.005518337438190464]","[98, 0.0048344113542177864]","[99, 0.0091812828677656]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,"[90, 1.0000000000000002]","[91, 0.003238173612235595]","[92, 0.02211046534236529]","[93, 0.009749085934837066]","[94, 0.02009986119886865]","[95, 0.014012025709629932]","[96, 0.0008015931018837399]","[97, 0.0021220775759744582]","[98, 0.0022504990741922205]","[99, 0.009377014784592297]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,"[91, 1.0000000000000002]","[92, 0.01005636741154747]","[93, 0.009754436173815136]","[94, 0.01072339938203612]","[95, 0.007926644939131042]","[96, 0.013456998595878074]","[97, 0.004296995121776508]","[98, 0.010134947888283166]","[99, 0.031580950030086305]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,"[92, 1.0000000000000002]","[93, 0.07186562728835624]","[94, 0.015230002378588632]","[95, 0.013361074791259007]","[96, 0.004615645458106272]","[97, 0.008273347614510675]","[98, 0.0025870217404063774]","[99, 0.012016309528449037]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,"[93, 1.0000000000000002]","[94, 0.009412959196625364]","[95, 0.009057766685631413]","[96, 0.003446421984106563]","[97, 0.020437989156458423]","[98, 0.0024512454364672832]","[99, 0.0031364684443676966]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,"[94, 1.0000000000000002]","[95, 0.009141537931822001]","[96, 0.0019598056885039906]","[97, 0.010649718350973208]","[98, 0.006746799383374117]","[99, 0.006827508470902772]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,"[95, 1.0000000000000002]","[96, 0.0015696139113393897]","[97, 0.014416464808249662]","[98, 0.002700560537386427]","[99, 0.002083060437438846]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,"[96, 1.0]","[97, 0.004631435416573791]","[98, 0.0003796941872108167]","[99, 0.014232842077599643]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,"[97, 1.0]","[98, 0.0010051739698288768]","[99, 0.0023224367545145075]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,"[98, 1.0000000000000002]","[99, 0.006592645072073798]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,"[99, 1.0000000000000002]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
